"filename","chromosome","start_pos","end_pos","tree"
"Chr1_RagTag.15000001-15200000.min4.phy.treefile","Chr1",15000001,15200000,"((Crnoc59478:0.1244813252,((Cratr320360:0.0802720925,(Cstr9577:0.0555792338,Ceery21146:0.0560129312)100:0.0047467130)95:0.0060211432,Ccgol2213:0.0830406766)100:0.0249230148)100:0.0566514408,Cvar27099:0.3229464571,Cuund34614:0.1513974475);"
"Chr1_RagTag.15200001-15400000.min4.phy.treefile","Chr1",15200001,15400000,"((Crnoc59478:0.1201418898,((Cratr320360:0.0782075504,(Cstr9577:0.0580080195,Ceery21146:0.0605305850)78:0.0012133633)81:0.0016022522,Ccgol2213:0.0749501541)100:0.0388492738)100:0.0468817964,Cvar27099:0.3393725777,Cuund34614:0.1557536819);"
"Chr1_RagTag.15400001-15600000.min4.phy.treefile","Chr1",15400001,15600000,"((Crnoc59478:0.1126504247,(Cratr320360:0.0747865826,((Cstr9577:0.0543701390,Ceery21146:0.0592378031)100:0.0038274037,Ccgol2213:0.0741924053)89:0.0013502840)100:0.0366674939)100:0.0544855937,Cvar27099:0.3442888600,Cuund34614:0.1540112846);"
"Chr1_RagTag.15600001-15800000.min4.phy.treefile","Chr1",15600001,15800000,"((Crnoc59478:0.1237296320,((Cratr320360:0.0693016035,(Cstr9577:0.0489733666,Ceery21146:0.0540501085)61:0.0016204097)100:0.0048374420,Ccgol2213:0.0764918453)100:0.0357124036)100:0.0327821797,Cvar27099:0.3749549779,Cuund34614:0.1408454966);"
"Chr1_RagTag.15800001-16000000.min4.phy.treefile","Chr1",15800001,1.6e+07,"((Crnoc59478:0.1140650436,((Cratr320360:0.0806956420,(Cstr9577:0.0556810800,Ceery21146:0.0619662837)100:0.0030558073)96:0.0040785712,Ccgol2213:0.0743101094)100:0.0239492079)100:0.0518548487,Cvar27099:0.3410130857,Cuund34614:0.1579103550);"
"Chr1_RagTag.16000001-16200000.min4.phy.treefile","Chr1",16000001,16200000,"((Crnoc59478:0.1094933622,((Cratr320360:0.0802997941,(Cstr9577:0.0453577866,Ceery21146:0.0550684002)100:0.0107238142)100:0.0059969385,Ccgol2213:0.0773119984)100:0.0263299537)100:0.0445113237,Cvar27099:0.3764623526,Cuund34614:0.1660404842);"
"Chr1_RagTag.16200001-16400000.min4.phy.treefile","Chr1",16200001,16400000,"((Crnoc59478:0.1224893535,(Cratr320360:0.0877724658,((Cstr9577:0.0475065738,Ceery21146:0.0590901734)100:0.0135098990,Ccgol2213:0.0846204956)62:0.0038310694)100:0.0236640137)100:0.0500515457,Cvar27099:0.4013835269,Cuund34614:0.1624263785);"
"Chr1_RagTag.16400001-16600000.min4.phy.treefile","Chr1",16400001,16600000,"((Crnoc59478:0.1190228789,(Cratr320360:0.0854623087,((Cstr9577:0.0502600730,Ceery21146:0.0585390689)100:0.0118039686,Ccgol2213:0.0807469640)91:0.0049442600)100:0.0254633561)100:0.0577493138,Cvar27099:0.4019896163,Cuund34614:0.1581107928);"
"Chr1_RagTag.16600001-16800000.min4.phy.treefile","Chr1",16600001,16800000,"((Crnoc59478:0.1231051829,((Cratr320360:0.0798090302,(Cstr9577:0.0509510263,Ceery21146:0.0582430008)100:0.0120293391)100:0.0111308266,Ccgol2213:0.0883961773)100:0.0262896112)100:0.0499809530,Cvar27099:0.3850994489,Cuund34614:0.1643102666);"
"Chr1_RagTag.16800001-17000000.min4.phy.treefile","Chr1",16800001,1.7e+07,"((Crnoc59478:0.1203574700,((Cratr320360:0.0841388483,(Cstr9577:0.0537114674,Ceery21146:0.0613062161)100:0.0102422879)100:0.0112531951,Ccgol2213:0.0920834901)100:0.0169074028)100:0.0458846134,Cvar27099:0.3761314434,Cuund34614:0.1748475138);"
"Chr1_RagTag.17000001-17200000.min4.phy.treefile","Chr1",17000001,17200000,"((Crnoc59478:0.1065261754,((Cratr320360:0.0776057503,(Cstr9577:0.0492897133,Ceery21146:0.0535392988)100:0.0116776129)100:0.0088634101,Ccgol2213:0.0832175882)100:0.0137310305)100:0.0671849026,Cvar27099:0.3911940080,Cuund34614:0.1729239810);"
"Chr1_RagTag.17200001-17400000.min4.phy.treefile","Chr1",17200001,17400000,"((Crnoc59478:0.1026206937,((Cratr320360:0.0756117269,Ccgol2213:0.0724704856)100:0.0096671318,(Cstr9577:0.0530253725,Ceery21146:0.0518329728)100:0.0172761939)100:0.0168029007)100:0.0557683766,Cvar27099:0.4178370318,Cuund34614:0.1582634633);"
"Chr1_RagTag.17400001-17600000.min4.phy.treefile","Chr1",17400001,17600000,"((Crnoc59478:0.1195087924,(Cratr320360:0.0824386585,((Cstr9577:0.0578588062,Ceery21146:0.0653523850)100:0.0030853614,Ccgol2213:0.0753524992)80:0.0013596938)100:0.0261021641)100:0.0666538215,Cvar27099:0.3683482098,Cuund34614:0.1821274022);"
"Chr1_RagTag.17600001-17800000.min4.phy.treefile","Chr1",17600001,17800000,"((Crnoc59478:0.1277852313,((Cratr320360:0.0723666204,(Cstr9577:0.0520075655,Ceery21146:0.0512660188)97:0.0021023969)59:0.0005280131,Ccgol2213:0.0695699619)100:0.0288869162)100:0.0459599299,Cvar27099:0.3649305121,Cuund34614:0.1661174281);"
"Chr1_RagTag.17800001-18000000.min4.phy.treefile","Chr1",17800001,1.8e+07,"((Crnoc59478:0.1226002605,((Cratr320360:0.0790222980,(Cstr9577:0.0504614538,Ceery21146:0.0554437174)100:0.0036881588)78:0.0010598938,Ccgol2213:0.0697224127)100:0.0344227949)100:0.0415413136,Cvar27099:0.3418411253,Cuund34614:0.1452695120);"
"Chr1_RagTag.18000001-18200000.min4.phy.treefile","Chr1",18000001,18200000,"((Crnoc59478:0.1142335979,((Cratr320360:0.0741197748,(Cstr9577:0.0504860179,Ceery21146:0.0617322584)100:0.0048864599)90:0.0019563793,Ccgol2213:0.0688828695)100:0.0270236478)100:0.0569922363,Cvar27099:0.3349922057,Cuund34614:0.1475092286);"
"Chr1_RagTag.18200001-18400000.min4.phy.treefile","Chr1",18200001,18400000,"((Crnoc59478:0.1201550019,(Cratr320360:0.0781471466,((Cstr9577:0.0495554789,Ceery21146:0.0534875664)100:0.0079620333,Ccgol2213:0.0700595328)74:0.0017954197)100:0.0242109753)100:0.0505782173,Cvar27099:0.3499389174,Cuund34614:0.1398568794);"
"Chr1_RagTag.18400001-18600000.min4.phy.treefile","Chr1",18400001,18600000,"((Crnoc59478:0.1140952289,(Cratr320360:0.0830973720,((Cstr9577:0.0581390081,Ceery21146:0.0634685443)77:0.0031252564,Ccgol2213:0.0751527275)59:0.0032304872)100:0.0272203515)100:0.0490430937,Cvar27099:0.3279813150,Cuund34614:0.1439213894);"
"Chr1_RagTag.18600001-18800000.min4.phy.treefile","Chr1",18600001,18800000,"((Crnoc59478:0.1186353411,((Cratr320360:0.0795480756,(Cstr9577:0.0576420240,Ceery21146:0.0624041719)99:0.0038746035)98:0.0032892090,Ccgol2213:0.0792680360)100:0.0263091875)100:0.0392512558,Cvar27099:0.3258431531,Cuund34614:0.1432257140);"
"Chr1_RagTag.18800001-19000000.min4.phy.treefile","Chr1",18800001,1.9e+07,"((Crnoc59478:0.1301483931,((Cratr320360:0.0778895593,(Cstr9577:0.0590718543,Ceery21146:0.0597941635)99:0.0032188938)100:0.0050526451,Ccgol2213:0.0783163751)100:0.0347334032)100:0.0295545855,Cvar27099:0.3371389397,Cuund34614:0.1564357351);"
"Chr1_RagTag.19000001-19200000.min4.phy.treefile","Chr1",19000001,19200000,"((Crnoc59478:0.1273247483,(((Cratr320360:0.0808545249,Ccgol2213:0.0726393635)63:0.0027360107,Cstr9577:0.0700768093)82:0.0049405744,Ceery21146:0.0677269525)100:0.0255764676)100:0.0463663306,Cvar27099:0.3500128736,Cuund34614:0.1517019050);"
"Chr1_RagTag.19200001-19400000.min4.phy.treefile","Chr1",19200001,19400000,"((Crnoc59478:0.1338949146,((Cratr320360:0.0851428903,(Cstr9577:0.0627519695,Ceery21146:0.0692318189)71:0.0027570158)75:0.0039225893,Ccgol2213:0.0863751628)100:0.0306398942)100:0.0348806319,Cvar27099:0.3196099493,Cuund34614:0.1358855156);"
"Chr1_RagTag.19400001-19600000.min4.phy.treefile","Chr1",19400001,19600000,"((Crnoc59478:0.1232010858,((Cratr320360:0.0834613699,(Cstr9577:0.0603223130,Ceery21146:0.0672729137)95:0.0054114362)59:0.0029528934,Ccgol2213:0.0749590371)100:0.0180002124)100:0.0428996471,Cvar27099:0.3078550976,Cuund34614:0.1449200957);"
"Chr1_RagTag.19600001-19800000.min4.phy.treefile","Chr1",19600001,19800000,"((Crnoc59478:0.1171192391,((Cratr320360:0.0777736873,(Cstr9577:0.0561587323,Ceery21146:0.0602599438)89:0.0031911205)55:0.0029958908,Ccgol2213:0.0702341875)100:0.0279212695)100:0.0449544811,Cvar27099:0.3097123409,Cuund34614:0.1404063089);"
"Chr1_RagTag.19800001-20000000.min4.phy.treefile","Chr1",19800001,2e+07,"((Crnoc59478:0.1261519302,((Cratr320360:0.0731474635,(Cstr9577:0.0550412296,Ceery21146:0.0629466639)95:0.0043959759)100:0.0046702883,Ccgol2213:0.0762508420)100:0.0251223123)100:0.0460069798,Cvar27099:0.2991117049,Cuund34614:0.1583028545);"
"Chr1_RagTag.20000001-20200000.min4.phy.treefile","Chr1",20000001,20200000,"((Crnoc59478:0.1237173539,((Cratr320360:0.0715015987,(Cstr9577:0.0482017383,Ceery21146:0.0669019887)84:0.0030358264)100:0.0079420513,Ccgol2213:0.0782700223)100:0.0383064047)100:0.0287610468,Cvar27099:0.3154130179,Cuund34614:0.1460869371);"
"Chr1_RagTag.20200001-20400000.min4.phy.treefile","Chr1",20200001,20400000,"((Crnoc59478:0.1132537763,(((Cratr320360:0.0862911901,Cstr9577:0.0575693360)91:0.0048271220,Ceery21146:0.0727201549)100:0.0094112991,Ccgol2213:0.0768997436)100:0.0216168549)100:0.0535558228,Cvar27099:0.2849199527,Cuund34614:0.1436268226);"
"Chr1_RagTag.20400001-20600000.min4.phy.treefile","Chr1",20400001,20600000,"((Crnoc59478:0.1207306313,(Cratr320360:0.0798555032,((Cstr9577:0.0580967025,Ceery21146:0.0584926512)74:0.0032669728,Ccgol2213:0.0742355291)56:0.0014952873)100:0.0298040477)100:0.0330426382,Cvar27099:0.3295537703,Cuund34614:0.1367457093);"
"Chr1_RagTag.20600001-20800000.min4.phy.treefile","Chr1",20600001,20800000,"((Crnoc59478:0.1117995174,(((Cratr320360:0.0790746313,Cstr9577:0.0575933258)59:0.0043748024,Ceery21146:0.0630615822)30:0.0022097374,Ccgol2213:0.0710753489)100:0.0283756367)100:0.0520934346,Cvar27099:0.2924504036,Cuund34614:0.1382476075);"
"Chr1_RagTag.20800001-21000000.min4.phy.treefile","Chr1",20800001,2.1e+07,"((Crnoc59478:0.1091775005,((Cratr320360:0.0750621012,(Cstr9577:0.0557063648,Ceery21146:0.0631037361)80:0.0029813050)51:0.0020843095,Ccgol2213:0.0684027793)100:0.0225795674)100:0.0457512192,Cvar27099:0.2998098080,Cuund34614:0.1449890136);"
"Chr1_RagTag.21000001-21200000.min4.phy.treefile","Chr1",21000001,21200000,"((Crnoc59478:0.1244563480,(Cratr320360:0.0742310080,((Cstr9577:0.0634067383,Ceery21146:0.0652769850)71:0.0024879835,Ccgol2213:0.0695824195)75:0.0034645962)100:0.0333470584)100:0.0315340614,Cvar27099:0.3402971117,Cuund34614:0.1338277018);"
"Chr1_RagTag.21200001-21400000.min4.phy.treefile","Chr1",21200001,21400000,"((Crnoc59478:0.1170702053,(Cratr320360:0.0825358710,((Cstr9577:0.0553017429,Ceery21146:0.0670389088)96:0.0052810212,Ccgol2213:0.0714450211)82:0.0057341985)100:0.0297819767)100:0.0356397929,Cvar27099:0.3293618985,Cuund34614:0.1321489925);"
"Chr1_RagTag.21400001-21600000.min4.phy.treefile","Chr1",21400001,21600000,"((Crnoc59478:0.1192035759,((Cratr320360:0.0821140847,(Cstr9577:0.0569542968,Ceery21146:0.0616939258)100:0.0077989347)85:0.0028105074,Ccgol2213:0.0743500239)100:0.0321240897)100:0.0345300777,Cvar27099:0.3041870072,Cuund34614:0.1367284652);"
"Chr1_RagTag.21600001-21800000.min4.phy.treefile","Chr1",21600001,21800000,"((Crnoc59478:0.1186460983,((Cratr320360:0.0829340149,(Cstr9577:0.0598369549,Ceery21146:0.0656306296)99:0.0047636781)64:0.0041852237,Ccgol2213:0.0765116033)100:0.0255223541)100:0.0254848065,Cvar27099:0.3176861976,Cuund34614:0.1297892530);"
"Chr1_RagTag.21800001-22000000.min4.phy.treefile","Chr1",21800001,2.2e+07,"((Crnoc59478:0.1128477272,(((Cratr320360:0.0828976043,Cstr9577:0.0638646203)65:0.0040711040,Ceery21146:0.0708000499)92:0.0046484479,Ccgol2213:0.0732825948)100:0.0208757446)100:0.0369161459,Cvar27099:0.3055145807,Cuund34614:0.1402949739);"
"Chr1_RagTag.22000001-22200000.min4.phy.treefile","Chr1",22000001,22200000,"((Crnoc59478:0.1109401439,((Cratr320360:0.0832135281,(Cstr9577:0.0603550238,Ceery21146:0.0653945643)99:0.0065670541)58:0.0037547900,Ccgol2213:0.0783646563)100:0.0273815214)100:0.0364017800,Cvar27099:0.3103430272,Cuund34614:0.1319936582);"
"Chr1_RagTag.22200001-22400000.min4.phy.treefile","Chr1",22200001,22400000,"((Crnoc59478:0.1159321514,((Cratr320360:0.0756500540,(Cstr9577:0.0557615326,Ceery21146:0.0569913121)100:0.0052974899)59:0.0023228738,Ccgol2213:0.0719294871)100:0.0246926537)100:0.0378897025,Cvar27099:0.2946006047,Cuund34614:0.1316479125);"
"Chr1_RagTag.22400001-22600000.min4.phy.treefile","Chr1",22400001,22600000,"((Crnoc59478:0.1141856834,((Cratr320360:0.0876125240,(Cstr9577:0.0548824845,Ceery21146:0.0578220363)100:0.0077787047)87:0.0054137491,Ccgol2213:0.0839231791)100:0.0190120471)100:0.0433160430,Cvar27099:0.3158646432,Cuund34614:0.1514923979);"
"Chr1_RagTag.22600001-22800000.min4.phy.treefile","Chr1",22600001,22800000,"((Crnoc59478:0.1073233636,((Cratr320360:0.0861008804,(Cstr9577:0.0591414545,Ceery21146:0.0613360923)100:0.0056690496)69:0.0032841112,Ccgol2213:0.0728843057)100:0.0194132996)100:0.0654267495,Cvar27099:0.3447874552,Cuund34614:0.1523601494);"
"Chr1_RagTag.22800001-23000000.min4.phy.treefile","Chr1",22800001,2.3e+07,"((Crnoc59478:0.1129871595,((Cratr320360:0.0810080201,Ccgol2213:0.0820202752)68:0.0014768927,(Cstr9577:0.0584827344,Ceery21146:0.0652959205)100:0.0132999887)100:0.0196092489)100:0.0618420673,Cvar27099:0.3184070162,Cuund34614:0.1680166451);"
"Chr1_RagTag.23000001-23200000.min4.phy.treefile","Chr1",23000001,23200000,"((Crnoc59478:0.1188974305,(((Cratr320360:0.0793512169,Cstr9577:0.0566277923)100:0.0087840599,Ceery21146:0.0721133720)94:0.0037283859,Ccgol2213:0.0734855027)100:0.0177704049)100:0.0452393143,Cvar27099:0.3294616869,Cuund34614:0.1480318851);"
"Chr1_RagTag.23200001-23400000.min4.phy.treefile","Chr1",23200001,23400000,"((Crnoc59478:0.1152233777,((Cratr320360:0.0752098242,(Cstr9577:0.0569282102,Ceery21146:0.0636582649)100:0.0050655449)69:0.0023621795,Ccgol2213:0.0739426511)100:0.0281514875)100:0.0407540579,Cvar27099:0.3296651992,Cuund34614:0.1372018703);"
"Chr1_RagTag.23400001-23600000.min4.phy.treefile","Chr1",23400001,23600000,"((Crnoc59478:0.1211888817,((Cratr320360:0.0793180284,Ccgol2213:0.0701595424)67:0.0035248195,(Cstr9577:0.0559254422,Ceery21146:0.0664467735)80:0.0045748414)100:0.0292645835)100:0.0402310650,Cvar27099:0.3377897523,Cuund34614:0.1461915259);"
"Chr1_RagTag.23600001-23800000.min4.phy.treefile","Chr1",23600001,23800000,"((Crnoc59478:0.1276625508,((Cratr320360:0.0787388638,(Cstr9577:0.0579150947,Ceery21146:0.0639732786)99:0.0033482007)100:0.0080238034,Ccgol2213:0.0816842195)100:0.0283621609)100:0.0421600045,Cvar27099:0.3270875361,Cuund34614:0.1450353875);"
"Chr1_RagTag.23800001-24000000.min4.phy.treefile","Chr1",23800001,2.4e+07,"((Crnoc59478:0.1147255314,(Cratr320360:0.0815137703,((Cstr9577:0.0600370006,Ceery21146:0.0650696484)78:0.0037267330,Ccgol2213:0.0717692333)99:0.0074965099)100:0.0189986965)100:0.0261248355,Cvar27099:0.3214335057,Cuund34614:0.1336345837);"
"Chr1_RagTag.24000001-24200000.min4.phy.treefile","Chr1",24000001,24200000,"((Crnoc59478:0.1100711562,((Cratr320360:0.0860442532,(Cstr9577:0.0647431600,Ceery21146:0.0733615461)85:0.0075933687)86:0.0044637373,Ccgol2213:0.0842172927)100:0.0210223180)100:0.0330497663,Cvar27099:0.3135355533,Cuund34614:0.1353017594);"
"Chr1_RagTag.24200001-24400000.min4.phy.treefile","Chr1",24200001,24400000,"((Crnoc59478:0.1132679275,(Cratr320360:0.0746225593,((Cstr9577:0.0489364582,Ceery21146:0.0602419472)100:0.0061775434,Ccgol2213:0.0732753962)57:0.0039405321)100:0.0280773754)100:0.0358739451,Cvar27099:0.3054961384,Cuund34614:0.1161044603);"
"Chr1_RagTag.24400001-24600000.min4.phy.treefile","Chr1",24400001,24600000,"((Crnoc59478:0.1076958621,((Cratr320360:0.0807854975,(Cstr9577:0.0580508914,Ceery21146:0.0589344175)100:0.0072046002)59:0.0041893825,Ccgol2213:0.0753189093)100:0.0175745318)100:0.0297313600,Cvar27099:0.3066047968,Cuund34614:0.1265664921);"
"Chr1_RagTag.24600001-24800000.min4.phy.treefile","Chr1",24600001,24800000,"((Crnoc59478:0.1124921259,((Cratr320360:0.0821950378,(Cstr9577:0.0535547463,Ceery21146:0.0610860917)100:0.0069641078)93:0.0044511748,Ccgol2213:0.0796584607)100:0.0234525406)100:0.0430692286,Cvar27099:0.3020633914,Cuund34614:0.1303911576);"
"Chr1_RagTag.24800001-25000000.min4.phy.treefile","Chr1",24800001,2.5e+07,"((Crnoc59478:0.1105579478,(Cratr320360:0.0781591251,((Cstr9577:0.0484680377,Ceery21146:0.0571613547)100:0.0047039449,Ccgol2213:0.0738484826)58:0.0015429103)100:0.0255065187)100:0.0512521781,Cvar27099:0.3295837124,Cuund34614:0.1455471919);"
"Chr1_RagTag.25000001-25200000.min4.phy.treefile","Chr1",25000001,25200000,"((Crnoc59478:0.1189766645,((Cratr320360:0.0720397379,(Cstr9577:0.0506633908,Ceery21146:0.0603440956)100:0.0035204216)100:0.0063972886,Ccgol2213:0.0713976259)100:0.0301804363)100:0.0474029595,Cvar27099:0.3331631289,Cuund34614:0.1616364454);"
"Chr1_RagTag.25200001-25400000.min4.phy.treefile","Chr1",25200001,25400000,"((Crnoc59478:0.1183849309,(((Cratr320360:0.0751749383,Cstr9577:0.0597182071)95:0.0041536006,Ceery21146:0.0693529503)100:0.0071779899,Ccgol2213:0.0852950495)100:0.0157994089)100:0.0437451823,Cvar27099:0.3362774790,Cuund34614:0.1495542260);"
"Chr1_RagTag.25400001-25600000.min4.phy.treefile","Chr1",25400001,25600000,"((Crnoc59478:0.1061778158,((Cratr320360:0.0757630657,(Cstr9577:0.0633630107,Ceery21146:0.0639022971)46:0.0028968242)51:0.0027964215,Ccgol2213:0.0693539040)100:0.0207565547)100:0.0518677770,Cvar27099:0.2762527491,Cuund34614:0.1398382927);"
"Chr1_RagTag.25600001-25800000.min4.phy.treefile","Chr1",25600001,25800000,"((Crnoc59478:0.1201939690,((Cratr320360:0.0800238385,(Cstr9577:0.0594574864,Ceery21146:0.0648937919)100:0.0059069086)100:0.0046777136,Ccgol2213:0.0749881338)100:0.0264895659)100:0.0376120877,Cvar27099:0.3077969725,Cuund34614:0.1442456424);"
"Chr1_RagTag.25800001-26000000.min4.phy.treefile","Chr1",25800001,2.6e+07,"((Crnoc59478:0.1237648393,((Cratr320360:0.0751141308,(Cstr9577:0.0557938080,Ceery21146:0.0555119194)100:0.0039626602)100:0.0040435580,Ccgol2213:0.0757165135)100:0.0334481711)100:0.0420315118,Cvar27099:0.3234568749,Cuund34614:0.1408089767);"
"Chr1_RagTag.26000001-26200000.min4.phy.treefile","Chr1",26000001,26200000,"((Crnoc59478:0.1249847304,((Cratr320360:0.0699742628,(Cstr9577:0.0603911515,Ceery21146:0.0643148261)75:0.0023812082)94:0.0026384147,Ccgol2213:0.0685558765)100:0.0375038193)100:0.0336865509,Cvar27099:0.3325035888,Cuund34614:0.1314800274);"
"Chr1_RagTag.26200001-26400000.min4.phy.treefile","Chr1",26200001,26400000,"((Crnoc59478:0.1168803230,((Cratr320360:0.0841219390,(Cstr9577:0.0578457581,Ceery21146:0.0678657276)97:0.0050504560)49:0.0036601009,Ccgol2213:0.0768869503)100:0.0249906516)100:0.0346725988,Cvar27099:0.3188172312,Cuund34614:0.1365497700);"
"Chr1_RagTag.26400001-26600000.min4.phy.treefile","Chr1",26400001,26600000,"((Crnoc59478:0.1149555091,(Cratr320360:0.0772959474,((Cstr9577:0.0621529779,Ceery21146:0.0655857246)98:0.0044823302,Ccgol2213:0.0774325141)74:0.0044538003)100:0.0227599390)100:0.0340284642,Cvar27099:0.3126580724,Cuund34614:0.1350733108);"
"Chr1_RagTag.26600001-26800000.min4.phy.treefile","Chr1",26600001,26800000,"((Crnoc59478:0.1134918491,(((Cratr320360:0.0741370710,Cstr9577:0.0608949760)88:0.0052102953,Ceery21146:0.0709376515)89:0.0030413150,Ccgol2213:0.0824851214)100:0.0183627256)100:0.0416906863,Cvar27099:0.3130562925,Cuund34614:0.1324523409);"
"Chr1_RagTag.26800001-27000000.min4.phy.treefile","Chr1",26800001,2.7e+07,"((Crnoc59478:0.1136043145,((Cratr320360:0.0852015097,(Cstr9577:0.0668902802,Ceery21146:0.0683391229)94:0.0073356702)98:0.0072215371,Ccgol2213:0.0862653004)100:0.0182109872)100:0.0366349656,Cvar27099:0.3045381812,Cuund34614:0.1302946913);"
"Chr1_RagTag.27000001-27200000.min4.phy.treefile","Chr1",27000001,27200000,"((Crnoc59478:0.1159136066,((Cratr320360:0.0823356631,(Cstr9577:0.0627364880,Ceery21146:0.0659765307)90:0.0061719658)78:0.0041210752,Ccgol2213:0.0708885689)100:0.0230072499)100:0.0344454463,Cvar27099:0.3101865301,Cuund34614:0.1266396900);"
"Chr1_RagTag.27200001-27400000.min4.phy.treefile","Chr1",27200001,27400000,"((Crnoc59478:0.1075447635,((Cratr320360:0.0800609100,(Cstr9577:0.0631706831,Ceery21146:0.0650906798)99:0.0062853900)94:0.0059056828,Ccgol2213:0.0695060778)100:0.0215847214)100:0.0396270325,Cvar27099:0.3062971804,Cuund34614:0.1282819144);"
"Chr1_RagTag.27400001-27600000.min4.phy.treefile","Chr1",27400001,27600000,"((Crnoc59478:0.1176257607,((Cratr320360:0.0845197069,(Cstr9577:0.0596854318,Ceery21146:0.0647773905)98:0.0054995290)95:0.0059689379,Ccgol2213:0.0813795709)100:0.0267349346)100:0.0392835495,Cvar27099:0.3180147554,Cuund34614:0.1360999288);"
"Chr1_RagTag.27600001-27800000.min4.phy.treefile","Chr1",27600001,27800000,"((Crnoc59478:0.1225965505,(Cratr320360:0.0816602462,((Cstr9577:0.0565091936,Ceery21146:0.0673197398)100:0.0061711265,Ccgol2213:0.0731279761)84:0.0056294198)100:0.0234410184)100:0.0321048023,Cvar27099:0.3196257250,Cuund34614:0.1246446744);"
"Chr1_RagTag.27800001-28000000.min4.phy.treefile","Chr1",27800001,2.8e+07,"((Crnoc59478:0.1168900332,(((Cratr320360:0.0857898702,Cstr9577:0.0576683127)59:0.0076189278,Ceery21146:0.0696656226)88:0.0048900728,Ccgol2213:0.0824240789)100:0.0182323677)100:0.0372897718,Cvar27099:0.3009428255,Cuund34614:0.1296692039);"
"Chr1_RagTag.28000001-28200000.min4.phy.treefile","Chr1",28000001,28200000,"((Crnoc59478:0.1154985980,((Cratr320360:0.0906380700,(Cstr9577:0.0621791245,Ceery21146:0.0662782884)88:0.0060899836)46:0.0034786692,Ccgol2213:0.0776164075)100:0.0218510925)100:0.0431047106,Cvar27099:0.3063785718,Cuund34614:0.1364920694);"
"Chr1_RagTag.28200001-28400000.min4.phy.treefile","Chr1",28200001,28400000,"((Crnoc59478:0.1110707203,((Cratr320360:0.0843495287,(Cstr9577:0.0586795532,Ceery21146:0.0655545645)85:0.0054908812)85:0.0039805494,Ccgol2213:0.0758385563)100:0.0210846615)100:0.0424835387,Cvar27099:0.3195412692,Cuund34614:0.1372360993);"
"Chr1_RagTag.28400001-28600000.min4.phy.treefile","Chr1",28400001,28600000,"((Crnoc59478:0.1181356266,(Cratr320360:0.0829177878,((Cstr9577:0.0600263831,Ceery21146:0.0683802968)94:0.0045480186,Ccgol2213:0.0836744135)85:0.0041768291)100:0.0191679726)100:0.0388519475,Cvar27099:0.3274761614,Cuund34614:0.1372604612);"
"Chr1_RagTag.28600001-28800000.min4.phy.treefile","Chr1",28600001,28800000,"((Crnoc59478:0.1102435475,(Cratr320360:0.0854268153,((Cstr9577:0.0623262520,Ceery21146:0.0697165550)100:0.0072276232,Ccgol2213:0.0775797083)59:0.0020506885)100:0.0101584871)100:0.0518482129,Cvar27099:0.3319303007,Cuund34614:0.1417418165);"
