scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	fdM_zscore	fdM_pvalue	fdM_abs	fdM_pvalue_adj	fdM_sig_005	fdM_sig_001	fdM_pvalue_bonferroni	busco_ids	busco_descriptions	gene_count	busco_ids.500kb	gene_count.500kb
1	4400001	4500000	4448093	7204	2738	73	55.5	0.1362	0.0279	0.0179	-0.2970735471647695	0.7664103595044085	0.0179	0.9975364377295958	FALSE	FALSE	1			0	6401at8782,5957at8782,29329at8782,34881at8782,24458at8782	5
1	4500001	4600000	4550614	6910	2763	46.5	37.25	0.1104	0.017	0.0106	-0.5494034073265702	0.5827286362762099	0.0106	0.9975364377295958	FALSE	FALSE	1			0	29329at8782,34881at8782,24458at8782	3
1	4600001	4700000	4649344	6709	2516	81	29	0.4727	0.092	0.0597	1.147774145268555	0.25106181329501887	0.0597	0.9975364377295958	FALSE	FALSE	1			0	24458at8782	1
1	4700001	4800000	4747168	6177	2390	40.625	50.125	-0.1047	-0.0205	-0.013	-1.36515473606883	0.17220442143943604	0.013	0.9975364377295958	FALSE	FALSE	1			0		0
1	4800001	4900000	4849637	6797	2584	56.25	31.75	0.2784	0.0464	0.0289	0.0831495297913685	0.9337326430892718	0.0289	0.9975364377295958	FALSE	FALSE	1			0		0
1	4900001	5000000	4950390	7151	2750	63	45.25	0.164	0.0312	0.0192	-0.2521380926154078	0.8009343272319338	0.0192	0.9975364377295958	FALSE	FALSE	1			0		0
1	5000001	5100000	5050034	7531	2959	68.625	57.375	0.0893	0.0171	0.0104	-0.5563165541803182	0.5779944724092383	0.0104	0.9975364377295958	FALSE	FALSE	1			0		0
1	5100001	5200000	5149874	7418	2894	87.875	61.375	0.1776	0.042	0.0261	-0.013634526161102901	0.9891215591341476	0.0261	0.9988674040052263	FALSE	FALSE	1			0		0
1	5200001	5300000	5249662	7517	3023	147.375	50.375	0.4905	0.1364	0.0846	2.0084609285601767	0.04459433395581658	0.0846	0.9975364377295958	FALSE	FALSE	1			0	37978at8782,28833at8782,4813at8782	3
1	5300001	5400000	5350014	7171	2788	87	88.5	-0.0085	-0.0023	-0.0014	-0.9641922185514481	0.33494956492502226	0.0014	0.9975364377295958	FALSE	FALSE	1			0	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782	6
1	5400001	5500000	5448180	7061	2724	111.5	78.5	0.1737	0.0507	0.0296	0.10734554377948648	0.9145148545411508	0.0296	0.9975364377295958	FALSE	FALSE	1			0	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782	6
1	5500001	5600000	5551065	6633	2501	109.125	74.625	0.1878	0.0603	0.0344	0.2732610682694376	0.7846525398197446	0.0344	0.9975364377295958	FALSE	FALSE	1			0	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782	6
1	5600001	5700000	5649644	7676	3111	130.625	74.625	0.2728	0.0781	0.0459	0.6707670123599457	0.502368965202906	0.0459	0.9975364377295958	FALSE	FALSE	1			0	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782	6
1	5700001	5800000	5752087	6418	2594	87.625	63.125	0.1625	0.0444	0.0257	-0.027460819868598867	0.9780921892688215	0.0257	0.9975364377295958	FALSE	FALSE	1	37978at8782,28833at8782,4813at8782	Enoyl-CoA hydratase/isomerase,proline and serine-rich protein 2,MIF4G-like, type 3	3	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782,21294at8782,9996at8782,24415at8782,25252at8782	10
1	5800001	5900000	5851205	7446	3132	125.75	81.25	0.215	0.0631	0.0381	0.401154285063775	0.6883065357625278	0.0381	0.9975364377295958	FALSE	FALSE	1	4813at8782,6854at8782,42190at8782,29139at8782	MIF4G-like, type 3,Dehydrogenase, E1 component,NUDIX hydrolase domain,Cell division cycle protein 123	4	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782,21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782	12
1	5900001	6000000	5952380	8276	3263	188.25	96	0.3245	0.1177	0.0693	1.4796051942484574	0.13897863950302103	0.0693	0.9975364377295958	FALSE	FALSE	1	29139at8782	Cell division cycle protein 123	1	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782,21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782	12
1	6000001	6100000	6051756	7880	3079	150.75	67.5	0.3814	0.1225	0.0717	1.562562956493433	0.11815542701199022	0.0717	0.9975364377295958	FALSE	FALSE	1			0	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782,21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782	12
1	6100001	6200000	6150052	7469	2900	173.25	74.5	0.3986	0.1493	0.0851	2.0257437956945465	0.04279104618035978	0.0851	0.9975364377295958	FALSE	FALSE	1			0	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782,21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782	12
1	6200001	6300000	6249224	6760	2657	145.625	65.375	0.3803	0.1241	0.0743	1.6524338655921567	0.0984461366066458	0.0743	0.9975364377295958	FALSE	FALSE	1	21294at8782,9996at8782,24415at8782,25252at8782	NF-kappa-B essential modulator NEMO, CC2-LZ domain,protein MCM10 homolog,PurM-like, C-terminal domain,BEN domain	4	37978at8782,28833at8782,4813at8782,6854at8782,42190at8782,29139at8782,21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782	12
1	6300001	6400000	6349446	7429	2901	89.125	63.375	0.1689	0.0397	0.0235	-0.1035054352598265	0.9175618359525406	0.0235	0.9975364377295958	FALSE	FALSE	1	25252at8782,32280at8782,7288at8782	BEN domain,pre-mRNA-splicing factor 18,FERM domain-containing protein 4A	3	4813at8782,6854at8782,42190at8782,29139at8782,21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782	10
1	6400001	6500000	6453189	7212	2769	96.625	73.875	0.1334	0.0403	0.0223	-0.1449843163823143	0.8847232546592432	0.0223	0.9975364377295958	FALSE	FALSE	1	7288at8782	FERM domain-containing protein 4A	1	29139at8782,21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782,19606at8782,19632at8782,50494at8782,10865at8782	11
1	6500001	6600000	6550065	7712	2863	144.125	82.625	0.2712	0.097	0.0563	1.03025064875484	0.3028923593395034	0.0563	0.9975364377295958	FALSE	FALSE	1	7288at8782	FERM domain-containing protein 4A	1	21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782,19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	11
1	6600001	6700000	6648863	7124	2677	116.5	83.5	0.165	0.0528	0.0315	0.1730204388900921	0.8626353619984475	0.0315	0.9975364377295958	FALSE	FALSE	1			0	21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782,19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	11
1	6700001	6800000	6752827	7244	2864	125.5	68.75	0.2921	0.0972	0.057	1.0544466627429576	0.2916784680323834	0.057	0.9975364377295958	FALSE	FALSE	1			0	21294at8782,9996at8782,24415at8782,25252at8782,32280at8782,7288at8782,19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	11
1	6800001	6900000	6851453	8035	3028	99.125	93.875	0.0272	0.0076	0.0045	-0.7602543863658832	0.4471025414445309	0.0045	0.9975364377295958	FALSE	FALSE	1			0	25252at8782,32280at8782,7288at8782,19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	8
1	6900001	7000000	6949272	6718	2585	115.75	46.25	0.429	0.1118	0.0672	1.4070171522841035	0.15942230271546154	0.0672	0.9975364377295958	FALSE	FALSE	1	19606at8782,19632at8782,50494at8782,10865at8782	Heat shock protein 70 family,DNA repair metallo-beta-lactamase,Meiosis-expressed gene 1 protein,cyclin-D-binding Myb-like transcription factor 1	4	7288at8782,19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	6
1	7000001	7100000	7048202	7064	2783	113.875	73.125	0.2179	0.0648	0.0385	0.41498057877127087	0.678156120528536	0.0385	0.9975364377295958	FALSE	FALSE	1	5578at8782	UPF0577 protein KIAA1324-like homolog	1	7288at8782,19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	6
1	7100001	7200000	7152263	6614	2795	72.875	50.625	0.1802	0.0342	0.0228	-0.12770144924794435	0.898385243150758	0.0228	0.9975364377295958	FALSE	FALSE	1	5578at8782	UPF0577 protein KIAA1324-like homolog	1	19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	5
1	7200001	7300000	7250054	5955	2431	47.125	47.125	0	0	0	-0.9158001905752123	0.3597717035437429	0	0.9975364377295958	FALSE	FALSE	1			0	19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	5
1	7300001	7400000	7351349	6356	2449	61.25	24.75	0.4244	0.0653	0.0418	0.5290475018581122	0.5967724981318319	0.0418	0.9975364377295958	FALSE	FALSE	1			0	19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	5
1	7400001	7500000	7449850	6255	2390	96.875	39.125	0.4246	0.0888	0.0559	1.0164243550473437	0.30942735264362753	0.0559	0.9975364377295958	FALSE	FALSE	1			0	19606at8782,19632at8782,50494at8782,10865at8782,5578at8782	5
1	7500001	7600000	7553613	5713	2104	28.5	9.75	0.4902	0.0416	0.0271	0.020931208107636837	0.9833005316034498	0.0271	0.9979764988129116	FALSE	FALSE	1			0	5578at8782	1
1	7600001	7700000	7649306	5691	2192	51.5	35.25	0.1873	0.0298	0.0187	-0.26942095974977764	0.7876057587307475	0.0187	0.9975364377295958	FALSE	FALSE	1			0	5578at8782	1
1	7700001	7800000	7750922	6720	2672	90	27.5	0.5319	0.0948	0.0573	1.0648163830235795	0.28695902984953103	0.0573	0.9975364377295958	FALSE	FALSE	1			0		0
1	7800001	7900000	7851364	6122	2440	78.5	28	0.4742	0.0963	0.0578	1.0820992501579496	0.2792084289746415	0.0578	0.9975364377295958	FALSE	FALSE	1			0		0
1	7900001	8000000	7948037	6337	2378	55.75	28.5	0.3234	0.0593	0.037	0.36313197736816105	0.7165062981923964	0.037	0.9975364377295958	FALSE	FALSE	1			0		0
1	8000001	8100000	8052999	6328	2290	55.5	29.75	0.3021	0.0466	0.0308	0.14882442490197426	0.8816921769810631	0.0308	0.9975364377295958	FALSE	FALSE	1			0		0
1	8100001	8200000	8150165	6647	2662	60.25	53.75	0.057	0.0135	0.008	-0.6392743164252938	0.5226444936101171	0.008	0.9975364377295958	FALSE	FALSE	1			0		0
1	8200001	8300000	8248619	6355	2557	78	46.75	0.2505	0.0643	0.0361	0.3320228165262953	0.7398720302830861	0.0361	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	8300001	8400000	8349499	6484	2594	87.625	60.375	0.1841	0.0495	0.0291	0.09006267664511655	0.928237408368469	0.0291	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	8400001	8500000	8450589	6882	2750	74	55.5	0.1429	0.0321	0.0191	-0.25559466604228176	0.7982638375110902	0.0191	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	8500001	8600000	8548748	7311	2768	90.5	54.5	0.2483	0.0593	0.0349	0.2905439354038075	0.7714001440062808	0.0349	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	8600001	8700000	8651184	7089	2836	81.25	50	0.2381	0.0586	0.0349	0.2905439354038075	0.7714001440062808	0.0349	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	8700001	8800000	8750107	7441	2893	103	62.75	0.2428	0.07	0.0405	0.48411204730875057	0.6283063518130689	0.0405	0.9975364377295958	FALSE	FALSE	1	193at8782	protein piccolo	1	193at8782	1
1	8800001	8900000	8850545	6610	2766	107.5	57.25	0.305	0.0831	0.051	0.8470522571305186	0.3969659946587174	0.051	0.9975364377295958	FALSE	FALSE	1	193at8782	protein piccolo	1	193at8782	1
1	8900001	9000000	8950704	6398	2617	68.125	48.625	0.167	0.0377	0.0214	-0.17609347722418017	0.860220505274917	0.0214	0.9975364377295958	FALSE	FALSE	1	193at8782	protein piccolo	1	193at8782	1
1	9000001	9100000	9048663	6708	2686	81.5	50.25	0.2372	0.0505	0.0323	0.20067302630508405	0.8409542525467095	0.0323	0.9975364377295958	FALSE	FALSE	1	193at8782	protein piccolo	1	193at8782	1
1	9100001	9200000	9147520	6472	2586	68	57.75	0.0815	0.0183	0.0109	-0.5390336870459483	0.5898636104289068	0.0109	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	9200001	9300000	9252816	6389	2580	94.125	45.625	0.347	0.0871	0.053	0.9161837256679983	0.35957053981729437	0.053	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	9300001	9400000	9349083	7263	3119	114.625	83.375	0.1578	0.045	0.028	0.05204036894950273	0.9584965272058381	0.028	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	9400001	9500000	9448776	6703	2842	73.875	54.625	0.1498	0.0335	0.02	-0.22448550520041588	0.8223795443076019	0.02	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	9500001	9600000	9547306	7107	2972	80.25	42	0.3129	0.0629	0.0397	0.45645945989375863	0.6480596167143433	0.0397	0.9975364377295958	FALSE	FALSE	1			0	193at8782	1
1	9600001	9700000	9649136	6441	2550	90.625	42.625	0.3602	0.0932	0.0523	0.8919877116798804	0.37239951895581114	0.0523	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	9700001	9800000	9751165	6663	2567	74.75	46.5	0.233	0.0506	0.0296	0.10734554377948648	0.9145148545411508	0.0296	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	9800001	9900000	9849659	6216	2498	81.875	41.375	0.3286	0.0701	0.0454	0.6534841452255757	0.5134442074460037	0.0454	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	9900001	10000000	9948180	6851	2663	81	26.5	0.507	0.1015	0.063	1.2618410683553964	0.20700598107132495	0.063	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	10000001	10100000	10048591	6107	2444	68.875	36.625	0.3057	0.0649	0.0393	0.4426331661862628	0.6580310912317091	0.0393	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	10100001	10200000	10148149	5788	2399	111.375	40.125	0.4703	0.1358	0.0777	1.7699573621058722	0.07673424388586869	0.0777	0.9975364377295958	FALSE	FALSE	1	23469at8782	CD36 family	1	23469at8782	1
1	10200001	10300000	10250870	5349	2185	96.5	33	0.4903	0.1297	0.0799	1.8460019774970995	0.06489191830142338	0.0799	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	10300001	10400000	10345246	5460	2349	61.25	46.25	0.1395	0.0274	0.016	-0.36274844227537517	0.716792809203135	0.016	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	10400001	10500000	10451907	5904	2537	61.25	42.75	0.1779	0.0336	0.0202	-0.21757235834666797	0.8277623233898868	0.0202	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	10500001	10600000	10548795	6030	2505	54.125	70.125	-0.1288	-0.0278	-0.0173	-1.5137873934244113	0.13007977100424428	0.0173	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	10600001	10700000	10653366	5705	2494	61.875	49.125	0.1149	0.0238	0.0145	-0.4145970436784849	0.6784369127264491	0.0145	0.9975364377295958	FALSE	FALSE	1			0	23469at8782	1
1	10700001	10800000	10752265	6861	2942	61.75	52.75	0.0786	0.0152	0.009	-0.6047085821565541	0.5453726447637808	0.009	0.9975364377295958	FALSE	FALSE	1			0		0
1	10800001	10900000	10850615	7054	2878	62.875	53.375	0.0817	0.0156	0.0097	-0.5805125681684361	0.5615690137745617	0.0097	0.9975364377295958	FALSE	FALSE	1			0		0
1	10900001	11000000	10951254	6817	2914	76.75	43.75	0.2739	0.0545	0.0333	0.2352387605738239	0.8140234233593662	0.0333	0.9975364377295958	FALSE	FALSE	1			0	51910at8782,9944at8782	2
1	11000001	11100000	11049358	6488	2819	101	51.75	0.3224	0.0793	0.048	0.7433550543242993	0.4572667481450552	0.048	0.9975364377295958	FALSE	FALSE	1			0	51910at8782,9944at8782,7910at8782	3
1	11100001	11200000	11151960	6684	2715	76.625	42.125	0.2905	0.0583	0.0358	0.3216530962456733	0.7477155146377394	0.0358	0.9975364377295958	FALSE	FALSE	1			0	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782	6
1	11200001	11300000	11247448	6335	2706	75.25	59.75	0.1148	0.0259	0.0154	-0.38348788283661905	0.7013580529261656	0.0154	0.9975364377295958	FALSE	FALSE	1			0	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782	7
1	11300001	11400000	11350378	7243	2852	78.125	71.625	0.0434	0.0103	0.0062	-0.7014926381090254	0.4829956273655318	0.0062	0.9975364377295958	FALSE	FALSE	1			0	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782	13
1	11400001	11500000	11454238	6684	2801	55.625	41.625	0.144	0.0239	0.0148	-0.40422732339786294	0.6860455630299493	0.0148	0.9975364377295958	FALSE	FALSE	1	51910at8782,9944at8782	Transmembrane protein 60,Tyrosine/serine-protein phosphatase IphP-type	2	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782	14
1	11500001	11600000	11551669	6159	2743	34.25	59.5	-0.2693	-0.0471	-0.0299	-1.9493156452105331	0.05125774133198413	0.0299	0.9975364377295958	FALSE	FALSE	1	9944at8782,7910at8782	Tyrosine/serine-protein phosphatase IphP-type,gamma-secretase-activating protein	2	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782	14
1	11600001	11700000	11650229	6675	2595	97	63.75	0.2068	0.0471	0.0306	0.1419112780482262	0.8871500858855055	0.0306	0.9975364377295958	FALSE	FALSE	1	7910at8782,10455at8782,23125at8782,38351at8782	gamma-secretase-activating protein,coiled-coil domain-containing protein 146,Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain,protein FAM185A	4	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782,22525at8782	15
1	11700001	11800000	11747406	6602	2673	72	69	0.0213	0.005	0.003	-0.8121029877689929	0.4167325389310039	0.003	0.9975364377295958	FALSE	FALSE	1	38351at8782,24162at8782	protein FAM185A,Leucine-rich repeat-containing protein 17	2	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782,22525at8782	15
1	11800001	11900000	11852344	5989	2412	58.875	67.375	-0.0673	-0.0157	-0.009	-1.2268917989938708	0.21986326134439693	0.009	0.9975364377295958	FALSE	FALSE	1	37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782	Armadillo repeat-containing domain,Metallo-beta-lactamase,Peptidase M16, C-terminal,DnaJ domain,AAA ATPase, AAA+ lid domain,STAS domain	6	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782,22525at8782	15
1	11900001	12000000	11950928	6567	2709	86.625	66.625	0.1305	0.036	0.0202	-0.21757235834666797	0.8277623233898868	0.0202	0.9975364377295958	FALSE	FALSE	1	209at8782	EGF-like domain, extracellular	1	51910at8782,9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782,22525at8782	15
1	12000001	12100000	12050619	6837	2726	97.75	68	0.1795	0.0461	0.0288	0.07969295636449454	0.9364814616434947	0.0288	0.9975364377295958	FALSE	FALSE	1	209at8782	EGF-like domain, extracellular	1	9944at8782,7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782,22525at8782	14
1	12100001	12200000	12150863	6729	2728	62.375	74.875	-0.0911	-0.0217	-0.0126	-1.3513284423613343	0.17659024486068153	0.0126	0.9975364377295958	FALSE	FALSE	1	209at8782,22525at8782	EGF-like domain, extracellular,Origin recognition complex, subunit 5	2	7910at8782,10455at8782,23125at8782,38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782,22525at8782,2112at8782	14
1	12200001	12300000	12250743	6341	2795	84.5	70.5	0.0903	0.0209	0.0119	-0.5044679527772085	0.6139325768472816	0.0119	0.9975364377295958	FALSE	FALSE	1	22525at8782	Origin recognition complex, subunit 5	1	38351at8782,24162at8782,37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782,22525at8782,2112at8782	11
1	12300001	12400000	12350979	6281	2533	57.375	75.875	-0.1388	-0.0304	-0.0194	-1.5863754353887651	0.11265416935900374	0.0194	0.9975364377295958	FALSE	FALSE	1			0	37558at8782,23274at8782,19548at8782,22493at8782,25583at8782,12547at8782,209at8782,22525at8782,2112at8782,13305at8782,10656at8782,17790at8782	12
1	12400001	12500000	12449431	6817	2737	67.375	60.875	0.0507	0.0113	0.0067	-0.6842097709746555	0.4938427131436076	0.0067	0.9975364377295958	FALSE	FALSE	1			0	209at8782,22525at8782,2112at8782,13305at8782,10656at8782,17790at8782,9443at8782	7
1	12500001	12600000	12545807	5831	2332	48.125	44.875	0.0349	0.0066	0.0039	-0.780993826927127	0.4348061254148614	0.0039	0.9975364377295958	FALSE	FALSE	1			0	209at8782,22525at8782,2112at8782,13305at8782,10656at8782,17790at8782,9443at8782,40692at8782,19957at8782	9
1	12600001	12700000	12651183	5902	2411	31.25	12.75	0.4205	0.0319	0.0211	-0.18646319750480206	0.8520815368381658	0.0211	0.9975364377295958	FALSE	FALSE	1	2112at8782	SET domain	1	209at8782,22525at8782,2112at8782,13305at8782,10656at8782,17790at8782,9443at8782,40692at8782,19957at8782	9
1	12700001	12800000	12747068	5574	2388	34.75	19.25	0.287	0.0301	0.0198	-0.2313986520541638	0.8170051122551769	0.0198	0.9975364377295958	FALSE	FALSE	1			0	22525at8782,2112at8782,13305at8782,10656at8782,17790at8782,9443at8782,40692at8782,19957at8782,4204at8782	9
1	12800001	12900000	12848342	6220	2741	70	75.75	-0.0395	-0.009	-0.0054	-1.1024551556264075	0.27026384415314	0.0054	0.9975364377295958	FALSE	FALSE	1	13305at8782,10656at8782,17790at8782	Pseudouridine synthase, TruD,RINT-1/Tip20,SCA7 domain	3	2112at8782,13305at8782,10656at8782,17790at8782,9443at8782,40692at8782,19957at8782,4204at8782,16756at8782,9035at8782	10
